"","subject_race","search_conducted","contraband_found","outcome","arrest_made","use_of_force_description"
"2111","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2112","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2113","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2114","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2115","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2116","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2117","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2118","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2119","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2120","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2121","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2122","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2123","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2124","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2125","asian/pacific islander","TRUE","FALSE",NA,"FALSE","handcuffed"
"2126","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"2127","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2128","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2129","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2130","asian/pacific islander","TRUE","FALSE","citation","FALSE",NA
"2131","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2132","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2133","black","TRUE","FALSE",NA,"FALSE",NA
"2134","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2135","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2136","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2137","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2138","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2139","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2140","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2141","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"2142","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"2143","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2144","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2145","hispanic","TRUE","TRUE","citation","FALSE","sat in police vehicle"
"2146","white","TRUE","FALSE",NA,"FALSE","sat in police vehicle"
"2147","other/unknown","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2148","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2149","black","TRUE","FALSE",NA,"FALSE",NA
"2150","hispanic","TRUE","FALSE",NA,"FALSE",NA
"2151","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2152","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2153","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2154","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2155","hispanic","TRUE","FALSE","citation","FALSE","handcuffed"
"2156","hispanic","TRUE","FALSE",NA,"FALSE",NA
"2157","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2158","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2159","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2160","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2161","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2162","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2163","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2164","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2165","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2166","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2167","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2168","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2169","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2170","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2171","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2172","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2173","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2174","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2175","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2176","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2177","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2178","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2179","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2180","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2181","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2182","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"2183","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2184","white","TRUE","FALSE",NA,"FALSE","handcuffed"
"2185","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"2186","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2187","hispanic","TRUE","FALSE","arrest","TRUE","handcuffed"
"2188","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2189","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2190","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2191","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2192","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2193","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2194","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2195","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2196","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2197","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2198","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2199","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2200","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2201","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2202","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2203","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2204","black","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"2205","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2206","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2207","black","TRUE","FALSE",NA,"FALSE",NA
"2208","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2209","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2210","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2211","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2212","hispanic","TRUE","TRUE","citation","FALSE",NA
"2213","other/unknown",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2214","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2215","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2216","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2217","asian/pacific islander",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2218","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2219","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2220","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2221","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2222","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2223","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2224","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2225","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2226","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2227","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2228","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2229","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2230","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2231","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2232","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2233","asian/pacific islander","FALSE",NA,"citation","FALSE",NA
"2234","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2235","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2236","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2237","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2238","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2239","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2240","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2241","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2242","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2243","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2244","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2245","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2246","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2247","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2248","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2249","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2250","hispanic","TRUE","TRUE","arrest","TRUE","sat in police vehicle"
"2251","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2252","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2253","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2254","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2255","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2256","hispanic","FALSE",NA,"citation","FALSE",NA
"2257","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2258","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2259","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2260","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2261","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2262","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2263","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2264","asian/pacific islander","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2265","hispanic","TRUE","FALSE","citation","FALSE","handcuffed"
"2266","hispanic","TRUE","FALSE","arrest","TRUE","sat in police vehicle"
"2267","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2268","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2269","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2270","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2271","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2272","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2273","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2274",NA,NA,NA,"citation","FALSE",NA
"2275","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2276",NA,NA,NA,"citation","FALSE",NA
"2277","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2278","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2279","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2280","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2281","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2282","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2283","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2284","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2285","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2286","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2287","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2288","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2289","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2290","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2291","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2292","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2293","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2294","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2295","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2296","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2297","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2298","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2299","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2300","other/unknown",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2301","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2302","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2303","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2304","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2305","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2306","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2307","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2308","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2309","other/unknown","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"2310","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2311","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2312","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2313","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2314","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2315","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2316","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2317","hispanic","TRUE","FALSE","citation","FALSE","handcuffed"
"2318","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2319","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2320","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2321","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2322","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"2323","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2324","hispanic","TRUE","FALSE","arrest","TRUE","handcuffed"
"2325","hispanic","TRUE","FALSE","arrest","TRUE","handcuffed"
"2326","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2327","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2328","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"2329","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
